dimension,function,algorithm_internal,run,best_cost
1000,f1_sphere,PSO-RIW,10,3715407.1502021886
1000,f1_sphere,PSO-RIW,11,3937491.949204267
1000,f1_sphere,PSO-RIW,12,3557941.9568096288
1000,f1_sphere,PSO-RIW,13,3452442.328788412
1000,f1_sphere,PSO-RIW,14,3633145.925435559
1000,f1_sphere,PSO-RIW,15,3774348.0299435193
1000,f1_sphere,PSO-RIW,16,3746046.4024269134
1000,f1_sphere,PSO-RIW,17,3856353.8973432425
1000,f1_sphere,PSO-RIW,18,3626431.2198430104
1000,f1_sphere,PSO-RIW,19,4153356.089985357
1000,f1_sphere,HPPSO_Modified,0,1196939.7841502083
1000,f1_sphere,HPPSO_Modified,1,1419632.7813463272
1000,f1_sphere,HPPSO_Modified,2,1249985.7059047872
1000,f1_sphere,HPPSO_Modified,3,1396007.8738576258
1000,f1_sphere,HPPSO_Modified,4,1398880.863224849
1000,f1_sphere,HPPSO_Modified,5,1236454.2467455673
1000,f1_sphere,HPPSO_Modified,6,1301019.188147449
1000,f1_sphere,HPPSO_Modified,7,1258373.5041931365
1000,f1_sphere,HPPSO_Modified,8,1229909.3181010368
1000,f1_sphere,HPPSO_Modified,9,1321424.4006107564
1000,f1_sphere,HPPSO_Modified,10,1263827.1068830318
1000,f1_sphere,HPPSO_Modified,11,1316533.29319102
1000,f1_sphere,HPPSO_Modified,12,1283291.9325824673
1000,f1_sphere,HPPSO_Modified,13,1282736.88904299
1000,f1_sphere,HPPSO_Modified,14,1169055.9664225918
1000,f1_sphere,HPPSO_Modified,15,1360815.968558352
1000,f1_sphere,HPPSO_Modified,16,1374906.9739817325
1000,f1_sphere,HPPSO_Modified,17,1590749.9419226001
1000,f1_sphere,HPPSO_Modified,18,1164814.389534928
1000,f1_sphere,HPPSO_Modified,19,1220917.6632223653
1000,f1_sphere,GA-MPC,0,2786088.527032366
1000,f1_sphere,GA-MPC,1,2847149.6009516045
1000,f1_sphere,GA-MPC,2,2982428.1825306346
1000,f1_sphere,GA-MPC,3,2747642.965716509
1000,f1_sphere,GA-MPC,4,2979753.283874204
1000,f1_sphere,GA-MPC,5,2742018.7478484684
1000,f1_sphere,GA-MPC,6,2964488.5853200248
1000,f1_sphere,GA-MPC,7,3110764.65865586
1000,f1_sphere,GA-MPC,8,2889829.644374348
1000,f1_sphere,GA-MPC,9,2840164.294609529
1000,f1_sphere,GA-MPC,10,2905415.6344193667
1000,f1_sphere,GA-MPC,11,3005105.3102081073
1000,f1_sphere,GA-MPC,12,2920728.7118545095
1000,f1_sphere,GA-MPC,13,2835965.841028099
1000,f1_sphere,GA-MPC,14,2872805.100345968
1000,f1_sphere,GA-MPC,15,3060885.986148551
1000,f1_sphere,GA-MPC,16,2760760.8991859285
1000,f1_sphere,GA-MPC,17,2740192.1851891843
1000,f1_sphere,GA-MPC,18,2879158.1456351588
1000,f1_sphere,GA-MPC,19,2803729.3291993826
1000,f1_sphere,GWO,0,2198012.9720924916
1000,f1_sphere,GWO,1,2262340.3165504728
1000,f1_sphere,GWO,2,2151185.0651839213
1000,f1_sphere,GWO,3,2244181.7361748014
1000,f1_sphere,GWO,4,2206181.4313159976
1000,f1_sphere,GWO,5,2228771.310465573
1000,f1_sphere,GWO,6,2200831.756091077
1000,f1_sphere,GWO,7,2229677.1941974303
1000,f1_sphere,GWO,8,2248810.1847400437
1000,f1_sphere,GWO,9,2252505.1976990816
1000,f1_sphere,GWO,10,2203120.3587005297
1000,f1_sphere,GWO,11,2247628.476191638
1000,f1_sphere,GWO,12,2272125.697725321
1000,f1_sphere,GWO,13,2174473.2236706293
1000,f1_sphere,GWO,14,2269289.180455543
1000,f1_sphere,GWO,15,2200431.137964848
1000,f1_sphere,GWO,16,2270570.7203511233
1000,f1_sphere,GWO,17,2218591.8798326235
1000,f1_sphere,GWO,18,2261001.7505281363
1000,f1_sphere,GWO,19,2206499.453228674
1000,f1_sphere,SHADE,0,1980981.6716326177
1000,f1_sphere,SHADE,1,2162307.7523063817
1000,f1_sphere,SHADE,2,2140723.8978501447
1000,f1_sphere,SHADE,3,2113279.035698098
1000,f1_sphere,SHADE,4,1991933.7566639949
1000,f1_sphere,SHADE,5,2271390.76224879
1000,f1_sphere,SHADE,6,2239214.5595174087
1000,f1_sphere,SHADE,7,2053241.8774833106
1000,f1_sphere,SHADE,8,2134621.2582674366
1000,f1_sphere,SHADE,9,2047288.2227668404
1000,f1_sphere,SHADE,10,2069744.9424709335
1000,f1_sphere,SHADE,11,1866503.3400012492
1000,f1_sphere,SHADE,12,1984958.5730141113
1000,f1_sphere,SHADE,13,2143180.191622928
1000,f1_sphere,SHADE,14,1949589.3235288225
1000,f1_sphere,SHADE,15,2054646.171544852
1000,f1_sphere,SHADE,16,2080164.9875087622
1000,f1_sphere,SHADE,17,2137376.9672165154
1000,f1_sphere,SHADE,18,2142748.08764226
1000,f1_sphere,SHADE,19,2046981.795632784
1000,f1_sphere,CSA,0,4350954.447474943
1000,f1_sphere,CSA,1,3692562.9040811993
1000,f1_sphere,CSA,2,4407483.451173259
1000,f1_sphere,CSA,3,3666907.16485744
1000,f1_sphere,CSA,4,3721737.5002171933
1000,f1_sphere,CSA,5,3976057.553476006
1000,f1_sphere,CSA,6,4627783.227508569
1000,f1_sphere,CSA,7,3870442.610530329
1000,f1_sphere,CSA,8,4176739.035124764
1000,f1_sphere,CSA,9,3540307.8371695653
1000,f1_sphere,CSA,10,4757735.747185186
1000,f1_sphere,CSA,11,4983440.595373107
1000,f1_sphere,CSA,12,4632451.227371462
1000,f1_sphere,CSA,13,5095506.44075376
1000,f1_sphere,CSA,14,4258682.244902653
1000,f1_sphere,CSA,15,4508837.839870728
1000,f1_sphere,CSA,16,3845476.8510864796
1000,f1_sphere,CSA,17,4023488.280988808
1000,f1_sphere,CSA,18,4434828.249204446
1000,f1_sphere,CSA,19,3943359.4364411663
1000,f1_sphere,CMAES,0,89544.487566904
1000,f1_sphere,CMAES,1,92916.54484626418
1000,f1_sphere,CMAES,2,87184.63601558472
1000,f1_sphere,CMAES,3,95809.0056239197
1000,f1_sphere,CMAES,4,96540.14382140344
1000,f1_sphere,CMAES,5,96589.43817104286
1000,f1_sphere,CMAES,6,95979.23984189113
1000,f1_sphere,CMAES,7,91338.43486988073
1000,f1_sphere,CMAES,8,85040.30274667015
1000,f1_sphere,CMAES,9,105386.64760450178
1000,f1_sphere,CMAES,10,100628.55671735408
1000,f1_sphere,CMAES,11,96629.73379291114
1000,f1_sphere,CMAES,12,91053.68179276443
1000,f1_sphere,CMAES,13,90279.409556445
1000,f1_sphere,CMAES,14,103566.32664766203
1000,f1_sphere,CMAES,15,102698.05541958199
1000,f1_sphere,CMAES,16,114232.93586957752
1000,f1_sphere,CMAES,17,100176.81406101155
1000,f1_sphere,CMAES,18,103427.0828327327
1000,f1_sphere,CMAES,19,94255.33168000923
1000,f2_schwefel_2_22,Original PSO,0,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,1,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,2,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,3,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,4,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,5,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,6,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,7,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,8,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,9,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,10,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,11,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,12,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,13,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,14,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,15,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,16,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,17,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,18,1.0142320547350045e+304
1000,f2_schwefel_2_22,Original PSO,19,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,0,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,1,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,2,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,3,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,4,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,5,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,6,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,7,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,8,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,9,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,10,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,11,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,12,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,13,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,14,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,15,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,16,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,17,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,18,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-m,19,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,0,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,1,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,2,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,3,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,4,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,5,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,6,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,7,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,8,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,9,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,10,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,11,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,12,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,13,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,14,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,15,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,16,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,17,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,18,1.0142320547350045e+304
1000,f2_schwefel_2_22,PSO-RIW,19,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,0,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,1,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,2,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,3,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,4,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,5,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,6,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,7,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,8,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,9,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,10,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,11,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,12,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,13,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,14,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,15,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,16,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,17,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,18,1.0142320547350045e+304
1000,f2_schwefel_2_22,HPPSO_Modified,19,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,0,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,1,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,2,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,3,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,4,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,5,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,6,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,7,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,8,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,9,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,10,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,11,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,12,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,13,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,14,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,15,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,16,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,17,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,18,1.0142320547350045e+304
1000,f2_schwefel_2_22,GA-MPC,19,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,0,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,1,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,2,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,3,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,4,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,5,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,6,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,7,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,8,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,9,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,10,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,11,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,12,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,13,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,14,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,15,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,16,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,17,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,18,1.0142320547350045e+304
1000,f2_schwefel_2_22,GWO,19,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,0,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,1,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,2,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,3,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,4,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,5,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,6,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,7,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,8,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,9,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,10,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,11,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,12,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,13,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,14,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,15,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,16,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,17,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,18,1.0142320547350045e+304
1000,f2_schwefel_2_22,SHADE,19,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,0,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,1,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,2,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,3,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,4,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,5,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,6,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,7,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,8,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,9,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,10,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,11,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,12,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,13,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,14,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,15,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,16,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,17,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,18,1.0142320547350045e+304
1000,f2_schwefel_2_22,CSA,19,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,0,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,1,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,2,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,3,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,4,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,5,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,6,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,7,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,8,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,9,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,10,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,11,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,12,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,13,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,14,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,15,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,16,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,17,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,18,1.0142320547350045e+304
1000,f2_schwefel_2_22,CMAES,19,1.0142320547350045e+304
1000,f3_zakharov,Original PSO,0,7993906.111972323
1000,f3_zakharov,Original PSO,1,7490937.046050977
1000,f3_zakharov,Original PSO,2,7614109.152013689
1000,f3_zakharov,Original PSO,3,6559900.859657225
1000,f3_zakharov,Original PSO,4,7768944.913813048
1000,f3_zakharov,Original PSO,5,6400644.584275583
1000,f3_zakharov,Original PSO,6,8397427.917163149
1000,f3_zakharov,Original PSO,7,6609692.781863835
1000,f3_zakharov,Original PSO,8,8017471.018390027
1000,f3_zakharov,Original PSO,9,8199638.384038697
1000,f3_zakharov,Original PSO,10,8975376.134120371
1000,f3_zakharov,Original PSO,11,8663197.655155785
1000,f3_zakharov,Original PSO,12,9076480.094799977
1000,f3_zakharov,Original PSO,13,6288719.946381788
1000,f3_zakharov,Original PSO,14,6343277.97274701
1000,f3_zakharov,Original PSO,15,7312052.951762653
1000,f3_zakharov,Original PSO,16,6926585.663214141
1000,f3_zakharov,Original PSO,17,6499587.304175093
1000,f3_zakharov,Original PSO,18,6685876.311404769
1000,f3_zakharov,Original PSO,19,6716357.042485534
1000,f3_zakharov,PSO-m,0,7194869.718988105
1000,f3_zakharov,PSO-m,1,7018674.732349464
1000,f3_zakharov,PSO-m,2,7492853.398228361
1000,f3_zakharov,PSO-m,3,7982780.2026736345
1000,f3_zakharov,PSO-m,4,6628596.214182456
1000,f3_zakharov,PSO-m,5,6923309.8675224045
1000,f3_zakharov,PSO-m,6,7832219.225489736
1000,f3_zakharov,PSO-m,7,6409637.446644972
1000,f3_zakharov,PSO-m,8,9415931.985055191
1000,f3_zakharov,PSO-m,9,8134514.126646506
1000,f3_zakharov,PSO-m,10,6616603.566040658
1000,f3_zakharov,PSO-m,11,7737330.20830404
1000,f3_zakharov,PSO-m,12,7134523.417836098
1000,f3_zakharov,PSO-m,13,8269975.676044753
1000,f3_zakharov,PSO-m,14,7947656.37042566
1000,f3_zakharov,PSO-m,15,7637017.541377193
1000,f3_zakharov,PSO-m,16,9123741.813660292
1000,f3_zakharov,PSO-m,17,7746508.6578173665
1000,f3_zakharov,PSO-m,18,6935344.884082291
1000,f3_zakharov,PSO-m,19,8580002.885246234
1000,f3_zakharov,PSO-RIW,0,7161599.071692459
1000,f3_zakharov,PSO-RIW,1,6057531.033842032
1000,f3_zakharov,PSO-RIW,2,7597946.89696006
1000,f3_zakharov,PSO-RIW,3,7665395.340124657
1000,f3_zakharov,PSO-RIW,4,7024265.786013543
1000,f3_zakharov,PSO-RIW,5,9451556.391166974
1000,f3_zakharov,PSO-RIW,6,6709748.487769186
1000,f3_zakharov,PSO-RIW,7,8205387.685018889
1000,f3_zakharov,PSO-RIW,8,7126120.03379626
1000,f3_zakharov,PSO-RIW,9,7187225.2011749875
1000,f3_zakharov,PSO-RIW,10,6735181.268129874
1000,f3_zakharov,PSO-RIW,11,8663004.420938227
1000,f3_zakharov,PSO-RIW,12,8715651.480020152
1000,f3_zakharov,PSO-RIW,13,8152669.114664812
1000,f3_zakharov,PSO-RIW,14,7715961.352356981
1000,f3_zakharov,PSO-RIW,15,6614344.03565353
1000,f3_zakharov,PSO-RIW,16,6989024.894630925
1000,f3_zakharov,PSO-RIW,17,8409662.062837997
1000,f3_zakharov,PSO-RIW,18,6839949.110906229
1000,f3_zakharov,PSO-RIW,19,6565184.307820614
1000,f3_zakharov,HPPSO_Modified,0,4308824.989863645
1000,f3_zakharov,HPPSO_Modified,1,5243352.9129800415
1000,f3_zakharov,HPPSO_Modified,2,5127765.899817779
1000,f3_zakharov,HPPSO_Modified,3,5151785.211439377
1000,f3_zakharov,HPPSO_Modified,4,5859612.287207461
1000,f3_zakharov,HPPSO_Modified,5,4534217.873701605
1000,f3_zakharov,HPPSO_Modified,6,4807443.405568813
1000,f3_zakharov,HPPSO_Modified,7,4794685.256712096
1000,f3_zakharov,HPPSO_Modified,8,5412403.780999951
1000,f3_zakharov,HPPSO_Modified,9,5634689.178528628
1000,f3_zakharov,HPPSO_Modified,10,5291286.782595798
1000,f3_zakharov,HPPSO_Modified,11,5755016.057211371
1000,f3_zakharov,HPPSO_Modified,12,5293895.390740176
1000,f3_zakharov,HPPSO_Modified,13,4935546.674582318
1000,f3_zakharov,HPPSO_Modified,14,4685450.678110777
1000,f3_zakharov,HPPSO_Modified,15,5307677.015181472
1000,f3_zakharov,HPPSO_Modified,16,4863756.320190516
1000,f3_zakharov,HPPSO_Modified,17,4649979.177977838
1000,f3_zakharov,HPPSO_Modified,18,4905268.261136042
1000,f3_zakharov,HPPSO_Modified,19,4657011.7122938065
1000,f3_zakharov,GA-MPC,0,10142205.530449925
1000,f3_zakharov,GA-MPC,1,9080278.701086096
1000,f3_zakharov,GA-MPC,2,9496795.381300809
1000,f3_zakharov,GA-MPC,3,10421981.402595662
1000,f3_zakharov,GA-MPC,4,7719168.981776453
1000,f3_zakharov,GA-MPC,5,10895746.863154333
1000,f3_zakharov,GA-MPC,6,9013170.124924598
1000,f3_zakharov,GA-MPC,7,8790213.780494722
1000,f3_zakharov,GA-MPC,8,24315365.446209423
1000,f3_zakharov,GA-MPC,9,11714625.40595546
1000,f3_zakharov,GA-MPC,10,12510348.762812711
1000,f3_zakharov,GA-MPC,11,8011119.017244728
1000,f3_zakharov,GA-MPC,12,8728586.391485099
1000,f3_zakharov,GA-MPC,13,12690021.774503214
1000,f3_zakharov,GA-MPC,14,8137457.10167403
1000,f3_zakharov,GA-MPC,15,9128851.757007558
1000,f3_zakharov,GA-MPC,16,13569814.55133797
1000,f3_zakharov,GA-MPC,17,8466571.259353492
1000,f3_zakharov,GA-MPC,18,9601726.18005792
1000,f3_zakharov,GA-MPC,19,7143886.78963947
